"parents","n","labels","id"
"Luxembourg",184," Comedy","Luxembourg  -   Comedy"
"Luxembourg",132," Crime","Luxembourg  -   Crime"
"Luxembourg",19," Documentary","Luxembourg  -   Documentary"
"Luxembourg",328," Drama","Luxembourg  -   Drama"
"Luxembourg",38," Family","Luxembourg  -   Family"
"Luxembourg",46," Fantasy","Luxembourg  -   Fantasy"
"Luxembourg",7," Game Show","Luxembourg  -   Game Show"
"Luxembourg",1," History","Luxembourg  -   History"
"Luxembourg",35," Horror","Luxembourg  -   Horror"
"Luxembourg",20," Music","Luxembourg  -   Music"
"Luxembourg",48," Mystery","Luxembourg  -   Mystery"
"Luxembourg",17," Reality TV","Luxembourg  -   Reality TV"
"Luxembourg",95," Romance","Luxembourg  -   Romance"
"Luxembourg",14," Sci Fi","Luxembourg  -   Sci Fi"
"Luxembourg",2," Short","Luxembourg  -   Short"
"Luxembourg",15," Sport","Luxembourg  -   Sport"
"Luxembourg",10," Talk Show","Luxembourg  -   Talk Show"
"Luxembourg",61," Thriller","Luxembourg  -   Thriller"
"Luxembourg",6," War","Luxembourg  -   War"
"Malaysia",247," Action","Malaysia  -   Action"
"Malaysia",3," Adult","Malaysia  -   Adult"
"Malaysia",117," Adventure","Malaysia  -   Adventure"
"Malaysia",39," Animation","Malaysia  -   Animation"
"Malaysia",3," Biography","Malaysia  -   Biography"
"Malaysia",166," Comedy","Malaysia  -   Comedy"
"Malaysia",118," Crime","Malaysia  -   Crime"
"Malaysia",8," Documentary","Malaysia  -   Documentary"
"Malaysia",312," Drama","Malaysia  -   Drama"
"Malaysia",19," Family","Malaysia  -   Family"
"Malaysia",40," Fantasy","Malaysia  -   Fantasy"
"Malaysia",2," Game Show","Malaysia  -   Game Show"
"Malaysia",6," History","Malaysia  -   History"
"Malaysia",42," Horror","Malaysia  -   Horror"
"Malaysia",1," Music","Malaysia  -   Music"
"Malaysia",72," Mystery","Malaysia  -   Mystery"
"Malaysia",2," News","Malaysia  -   News"
"Malaysia",5," Reality TV","Malaysia  -   Reality TV"
"Malaysia",112," Romance","Malaysia  -   Romance"
"Malaysia",36," Sci Fi","Malaysia  -   Sci Fi"
"Malaysia",2," Short","Malaysia  -   Short"
"Malaysia",8," Sport","Malaysia  -   Sport"
"Malaysia",5," Talk Show","Malaysia  -   Talk Show"
"Malaysia",79," Thriller","Malaysia  -   Thriller"
"Malaysia",3," War","Malaysia  -   War"
"Maldives",184," Action","Maldives  -   Action"
"Maldives",4," Adult","Maldives  -   Adult"
"Maldives",101," Adventure","Maldives  -   Adventure"
"Maldives",48," Animation","Maldives  -   Animation"
"Maldives",5," Biography","Maldives  -   Biography"
"Maldives",178," Comedy","Maldives  -   Comedy"
"Maldives",135," Crime","Maldives  -   Crime"
"Maldives",15," Documentary","Maldives  -   Documentary"
"Maldives",315," Drama","Maldives  -   Drama"
"Maldives",20," Family","Maldives  -   Family"
"Maldives",32," Fantasy","Maldives  -   Fantasy"
"Maldives",8," Game Show","Maldives  -   Game Show"
"Maldives",29," Horror","Maldives  -   Horror"
"Maldives",74," Mystery","Maldives  -   Mystery"
"Maldives",1," News","Maldives  -   News"
"Maldives",17," Reality TV","Maldives  -   Reality TV"
"Maldives",96," Romance","Maldives  -   Romance"
"Maldives",28," Sci Fi","Maldives  -   Sci Fi"
"Maldives",1," Short","Maldives  -   Short"
"Maldives",5," Sport","Maldives  -   Sport"
"Maldives",10," Talk Show","Maldives  -   Talk Show"
"Maldives",58," Thriller","Maldives  -   Thriller"
"Maldives",3," War","Maldives  -   War"
"Malta",172," Action","Malta  -   Action"
"Malta",6," Adult","Malta  -   Adult"
"Malta",94," Adventure","Malta  -   Adventure"
"Malta",24," Animation","Malta  -   Animation"
"Malta",16," Biography","Malta  -   Biography"
"Malta",166," Comedy","Malta  -   Comedy"
"Malta",143," Crime","Malta  -   Crime"
"Malta",19," Documentary","Malta  -   Documentary"
"Malta",329," Drama","Malta  -   Drama"
"Malta",23," Family","Malta  -   Family"
"Malta",25," Fantasy","Malta  -   Fantasy"
"Malta",7," Game Show","Malta  -   Game Show"
"Malta",3," History","Malta  -   History"
"Malta",32," Horror","Malta  -   Horror"
"Malta",17," Music","Malta  -   Music"
"Malta",53," Mystery","Malta  -   Mystery"
"Malta",18," Reality TV","Malta  -   Reality TV"
"Malta",104," Romance","Malta  -   Romance"
"Malta",37," Sci Fi","Malta  -   Sci Fi"
"Malta",2," Short","Malta  -   Short"
"Malta",10," Sport","Malta  -   Sport"
"Malta",10," Talk Show","Malta  -   Talk Show"
"Malta",79," Thriller","Malta  -   Thriller"
"Malta",6," War","Malta  -   War"
"Martinique",219," Action","Martinique  -   Action"
"Martinique",5," Adult","Martinique  -   Adult"
"Martinique",131," Adventure","Martinique  -   Adventure"
"Martinique",47," Animation","Martinique  -   Animation"
"Martinique",4," Biography","Martinique  -   Biography"
"Martinique",159," Comedy","Martinique  -   Comedy"
"Martinique",140," Crime","Martinique  -   Crime"
"Martinique",11," Documentary","Martinique  -   Documentary"
"Martinique",323," Drama","Martinique  -   Drama"
"Martinique",20," Family","Martinique  -   Family"
"Martinique",42," Fantasy","Martinique  -   Fantasy"
"Martinique",5," Game Show","Martinique  -   Game Show"
"Martinique",37," Horror","Martinique  -   Horror"
"Martinique",38," Music","Martinique  -   Music"
"Martinique",41," Mystery","Martinique  -   Mystery"
"Martinique",15," Reality TV","Martinique  -   Reality TV"
"Martinique",80," Romance","Martinique  -   Romance"
"Martinique",24," Sci Fi","Martinique  -   Sci Fi"
"Martinique",2," Short","Martinique  -   Short"
"Martinique",7," Sport","Martinique  -   Sport"
"Martinique",6," Talk Show","Martinique  -   Talk Show"
"Martinique",72," Thriller","Martinique  -   Thriller"
"Mauritius",198," Action","Mauritius  -   Action"
"Mauritius",5," Adult","Mauritius  -   Adult"
"Mauritius",107," Adventure","Mauritius  -   Adventure"
"Mauritius",39," Animation","Mauritius  -   Animation"
"Mauritius",6," Biography","Mauritius  -   Biography"
"Mauritius",197," Comedy","Mauritius  -   Comedy"
"Mauritius",135," Crime","Mauritius  -   Crime"
"Mauritius",11," Documentary","Mauritius  -   Documentary"
"Mauritius",315," Drama","Mauritius  -   Drama"
"Mauritius",19," Family","Mauritius  -   Family"
"Mauritius",42," Fantasy","Mauritius  -   Fantasy"
"Mauritius",9," Game Show","Mauritius  -   Game Show"
"Mauritius",44," Horror","Mauritius  -   Horror"
"Mauritius",4," Music","Mauritius  -   Music"
"Mauritius",64," Mystery","Mauritius  -   Mystery"
"Mauritius",20," Reality TV","Mauritius  -   Reality TV"
"Mauritius",96," Romance","Mauritius  -   Romance"
"Mauritius",36," Sci Fi","Mauritius  -   Sci Fi"
"Mauritius",2," Short","Mauritius  -   Short"
"Mauritius",9," Sport","Mauritius  -   Sport"
"Mauritius",9," Talk Show","Mauritius  -   Talk Show"
"Mauritius",62," Thriller","Mauritius  -   Thriller"
"Mauritius",1," War","Mauritius  -   War"
"Mexico",133," Action","Mexico  -   Action"
"Mexico",3," Adult","Mexico  -   Adult"
"Mexico",133," Adventure","Mexico  -   Adventure"
"Mexico",87," Animation","Mexico  -   Animation"
"Mexico",7," Biography","Mexico  -   Biography"
"Mexico",215," Comedy","Mexico  -   Comedy"
"Mexico",108," Crime","Mexico  -   Crime"
"Mexico",7," Documentary","Mexico  -   Documentary"
"Mexico",324," Drama","Mexico  -   Drama"
"Mexico",20," Family","Mexico  -   Family"
"Mexico",33," Fantasy","Mexico  -   Fantasy"
"Mexico",2," History","Mexico  -   History"
"Mexico",33," Horror","Mexico  -   Horror"
"Mexico",19," Music","Mexico  -   Music"
"Mexico",4," Musical","Mexico  -   Musical"
"Mexico",46," Mystery","Mexico  -   Mystery"
"Mexico",4," Reality TV","Mexico  -   Reality TV"
"Mexico",110," Romance","Mexico  -   Romance"
"Mexico",23," Sci Fi","Mexico  -   Sci Fi"
"Mexico",2," Short","Mexico  -   Short"
"Mexico",7," Sport","Mexico  -   Sport"
"Mexico",6," Talk Show","Mexico  -   Talk Show"
"Mexico",64," Thriller","Mexico  -   Thriller"
"Mexico",3," War","Mexico  -   War"
"Morocco",248," Action","Morocco  -   Action"
"Morocco",8," Adult","Morocco  -   Adult"
"Morocco",105," Adventure","Morocco  -   Adventure"
"Morocco",32," Animation","Morocco  -   Animation"
"Morocco",3," Biography","Morocco  -   Biography"
"Morocco",168," Comedy","Morocco  -   Comedy"
"Morocco",193," Crime","Morocco  -   Crime"
"Morocco",10," Documentary","Morocco  -   Documentary"
"Morocco",349," Drama","Morocco  -   Drama"
"Morocco",17," Family","Morocco  -   Family"
"Morocco",25," Fantasy","Morocco  -   Fantasy"
"Morocco",5," Game Show","Morocco  -   Game Show"
"Morocco",6," History","Morocco  -   History"
"Morocco",37," Horror","Morocco  -   Horror"
"Morocco",3," Music","Morocco  -   Music"
"Morocco",1," Musical","Morocco  -   Musical"
"Morocco",59," Mystery","Morocco  -   Mystery"
"Morocco",15," Reality TV","Morocco  -   Reality TV"
"Morocco",80," Romance","Morocco  -   Romance"
"Morocco",25," Sci Fi","Morocco  -   Sci Fi"
"Morocco",2," Short","Morocco  -   Short"
"Morocco",9," Sport","Morocco  -   Sport"
"Morocco",7," Talk Show","Morocco  -   Talk Show"
"Morocco",91," Thriller","Morocco  -   Thriller"
"Morocco",3," War","Morocco  -   War"
"Netherlands",153," Action","Netherlands  -   Action"
"Netherlands",5," Adult","Netherlands  -   Adult"
"Netherlands",114," Adventure","Netherlands  -   Adventure"
"Netherlands",58," Animation","Netherlands  -   Animation"
"Netherlands",20," Biography","Netherlands  -   Biography"
"Netherlands",162," Comedy","Netherlands  -   Comedy"
"Netherlands",148," Crime","Netherlands  -   Crime"
"Netherlands",20," Documentary","Netherlands  -   Documentary"
"Netherlands",339," Drama","Netherlands  -   Drama"
"Netherlands",25," Family","Netherlands  -   Family"
"Netherlands",39," Fantasy","Netherlands  -   Fantasy"
"Netherlands",6," Game Show","Netherlands  -   Game Show"
"Netherlands",5," History","Netherlands  -   History"
"Netherlands",29," Horror","Netherlands  -   Horror"
"Netherlands",3," Musical","Netherlands  -   Musical"
"Netherlands",56," Mystery","Netherlands  -   Mystery"
"Netherlands",20," Reality TV","Netherlands  -   Reality TV"
"Netherlands",89," Romance","Netherlands  -   Romance"
"Netherlands",29," Sci Fi","Netherlands  -   Sci Fi"
"Netherlands",2," Short","Netherlands  -   Short"
"Netherlands",11," Sport","Netherlands  -   Sport"
"Netherlands",10," Talk Show","Netherlands  -   Talk Show"
"Netherlands",79," Thriller","Netherlands  -   Thriller"
"Netherlands",10," War","Netherlands  -   War"
"New Caledonia",271," Action","New Caledonia  -   Action"
"New Caledonia",3," Adult","New Caledonia  -   Adult"
"New Caledonia",167," Adventure","New Caledonia  -   Adventure"
"New Caledonia",63," Animation","New Caledonia  -   Animation"
"New Caledonia",9," Biography","New Caledonia  -   Biography"
"New Caledonia",145," Comedy","New Caledonia  -   Comedy"
"New Caledonia",139," Crime","New Caledonia  -   Crime"
"New Caledonia",10," Documentary","New Caledonia  -   Documentary"
"New Caledonia",307," Drama","New Caledonia  -   Drama"
"New Caledonia",22," Family","New Caledonia  -   Family"
"New Caledonia",53," Fantasy","New Caledonia  -   Fantasy"
"New Caledonia",2," Game Show","New Caledonia  -   Game Show"
"New Caledonia",1," History","New Caledonia  -   History"
"New Caledonia",36," Horror","New Caledonia  -   Horror"
"New Caledonia",12," Music","New Caledonia  -   Music"
"New Caledonia",34," Mystery","New Caledonia  -   Mystery"
"New Caledonia",9," Reality TV","New Caledonia  -   Reality TV"
"New Caledonia",59," Romance","New Caledonia  -   Romance"
"New Caledonia",32," Sci Fi","New Caledonia  -   Sci Fi"
"New Caledonia",1," Short","New Caledonia  -   Short"
"New Caledonia",6," Sport","New Caledonia  -   Sport"
"New Caledonia",4," Talk Show","New Caledonia  -   Talk Show"
"New Caledonia",72," Thriller","New Caledonia  -   Thriller"
"New Caledonia",3," War","New Caledonia  -   War"
"New Zealand",184," Action","New Zealand  -   Action"
"New Zealand",3," Adult","New Zealand  -   Adult"
"New Zealand",133," Adventure","New Zealand  -   Adventure"
"New Zealand",69," Animation","New Zealand  -   Animation"
"New Zealand",26," Biography","New Zealand  -   Biography"
"New Zealand",168," Comedy","New Zealand  -   Comedy"
"New Zealand",120," Crime","New Zealand  -   Crime"
"New Zealand",29," Documentary","New Zealand  -   Documentary"
"New Zealand",290," Drama","New Zealand  -   Drama"
"New Zealand",23," Family","New Zealand  -   Family"
"New Zealand",28," Fantasy","New Zealand  -   Fantasy"
"New Zealand",1," Film Noir","New Zealand  -   Film Noir"
"New Zealand",7," Game Show","New Zealand  -   Game Show"
"New Zealand",7," History","New Zealand  -   History"
"New Zealand",29," Horror","New Zealand  -   Horror"
"New Zealand",4," Music","New Zealand  -   Music"
"New Zealand",60," Mystery","New Zealand  -   Mystery"
"New Zealand",29," Reality TV","New Zealand  -   Reality TV"
"New Zealand",58," Romance","New Zealand  -   Romance"
"New Zealand",32," Sci Fi","New Zealand  -   Sci Fi"
"New Zealand",2," Short","New Zealand  -   Short"
"New Zealand",14," Sport","New Zealand  -   Sport"
"New Zealand",10," Talk Show","New Zealand  -   Talk Show"
"New Zealand",74," Thriller","New Zealand  -   Thriller"
"New Zealand",7," War","New Zealand  -   War"
"New Zealand",9," Western","New Zealand  -   Western"
"Nicaragua",144," Action","Nicaragua  -   Action"
"Nicaragua",4," Adult","Nicaragua  -   Adult"
"Nicaragua",88," Adventure","Nicaragua  -   Adventure"
"Nicaragua",45," Animation","Nicaragua  -   Animation"
"Nicaragua",1," Biography","Nicaragua  -   Biography"
"Nicaragua",192," Comedy","Nicaragua  -   Comedy"
"Nicaragua",109," Crime","Nicaragua  -   Crime"
"Nicaragua",7," Documentary","Nicaragua  -   Documentary"
"Nicaragua",315," Drama","Nicaragua  -   Drama"
"Nicaragua",19," Family","Nicaragua  -   Family"
"Nicaragua",25," Fantasy","Nicaragua  -   Fantasy"
"Nicaragua",29," Horror","Nicaragua  -   Horror"
"Nicaragua",31," Music","Nicaragua  -   Music"
"Nicaragua",43," Mystery","Nicaragua  -   Mystery"
"Nicaragua",5," Reality TV","Nicaragua  -   Reality TV"
"Nicaragua",123," Romance","Nicaragua  -   Romance"
"Nicaragua",17," Sci Fi","Nicaragua  -   Sci Fi"
"Nicaragua",3," Short","Nicaragua  -   Short"
"Nicaragua",7," Sport","Nicaragua  -   Sport"
"Nicaragua",5," Talk Show","Nicaragua  -   Talk Show"
"Nicaragua",74," Thriller","Nicaragua  -   Thriller"
"Nicaragua",3," War","Nicaragua  -   War"
"Nigeria",186," Action","Nigeria  -   Action"
"Nigeria",7," Adult","Nigeria  -   Adult"
"Nigeria",69," Adventure","Nigeria  -   Adventure"
"Nigeria",12," Animation","Nigeria  -   Animation"
"Nigeria",12," Biography","Nigeria  -   Biography"
"Nigeria",134," Comedy","Nigeria  -   Comedy"
"Nigeria",125," Crime","Nigeria  -   Crime"
"Nigeria",16," Documentary","Nigeria  -   Documentary"
"Nigeria",327," Drama","Nigeria  -   Drama"
"Nigeria",12," Family","Nigeria  -   Family"
"Nigeria",33," Fantasy","Nigeria  -   Fantasy"
"Nigeria",6," Game Show","Nigeria  -   Game Show"
"Nigeria",8," History","Nigeria  -   History"
"Nigeria",23," Horror","Nigeria  -   Horror"
"Nigeria",2," Music","Nigeria  -   Music"
"Nigeria",62," Mystery","Nigeria  -   Mystery"
"Nigeria",15," Reality TV","Nigeria  -   Reality TV"
"Nigeria",114," Romance","Nigeria  -   Romance"
"Nigeria",38," Sci Fi","Nigeria  -   Sci Fi"
"Nigeria",7," Short","Nigeria  -   Short"
"Nigeria",6," Sport","Nigeria  -   Sport"
"Nigeria",12," Talk Show","Nigeria  -   Talk Show"
"Nigeria",60," Thriller","Nigeria  -   Thriller"
"Nigeria",2," War","Nigeria  -   War"
"Norway",182," Action","Norway  -   Action"
"Norway",7," Adult","Norway  -   Adult"
"Norway",122," Adventure","Norway  -   Adventure"
"Norway",47," Animation","Norway  -   Animation"
"Norway",20," Biography","Norway  -   Biography"
"Norway",175," Comedy","Norway  -   Comedy"
"Norway",138," Crime","Norway  -   Crime"
"Norway",24," Documentary","Norway  -   Documentary"
"Norway",343," Drama","Norway  -   Drama"
"Norway",27," Family","Norway  -   Family"
"Norway",40," Fantasy","Norway  -   Fantasy"
"Norway",6," Game Show","Norway  -   Game Show"
"Norway",10," History","Norway  -   History"
"Norway",27," Horror","Norway  -   Horror"
"Norway",5," Music","Norway  -   Music"
"Norway",1," Musical","Norway  -   Musical"
"Norway",48," Mystery","Norway  -   Mystery"
"Norway",27," Reality TV","Norway  -   Reality TV"
"Norway",98," Romance","Norway  -   Romance"
"Norway",17," Sci Fi","Norway  -   Sci Fi"
"Norway",2," Short","Norway  -   Short"
"Norway",12," Sport","Norway  -   Sport"
"Norway",10," Talk Show","Norway  -   Talk Show"
"Norway",60," Thriller","Norway  -   Thriller"
"Norway",10," War","Norway  -   War"
"Norway",2," Western","Norway  -   Western"
"Oman",190," Action","Oman  -   Action"
"Oman",4," Adult","Oman  -   Adult"
"Oman",95," Adventure","Oman  -   Adventure"
"Oman",24," Animation","Oman  -   Animation"
"Oman",7," Biography","Oman  -   Biography"
"Oman",123," Comedy","Oman  -   Comedy"
"Oman",125," Crime","Oman  -   Crime"
"Oman",8," Documentary","Oman  -   Documentary"
"Oman",276," Drama","Oman  -   Drama"
"Oman",18," Family","Oman  -   Family"
"Oman",36," Fantasy","Oman  -   Fantasy"
"Oman",4," Game Show","Oman  -   Game Show"
"Oman",1," History","Oman  -   History"
"Oman",40," Horror","Oman  -   Horror"
"Oman",1," Musical","Oman  -   Musical"
"Oman",49," Mystery","Oman  -   Mystery"
"Oman",6," Reality TV","Oman  -   Reality TV"
"Oman",57," Romance","Oman  -   Romance"
"Oman",20," Sci Fi","Oman  -   Sci Fi"
"Oman",2," Short","Oman  -   Short"
"Oman",4," Sport","Oman  -   Sport"
"Oman",6," Talk Show","Oman  -   Talk Show"
"Oman",83," Thriller","Oman  -   Thriller"
"Oman",5," War","Oman  -   War"
"Pakistan",277," Action","Pakistan  -   Action"
"Pakistan",3," Adult","Pakistan  -   Adult"
"Pakistan",91," Adventure","Pakistan  -   Adventure"
"Pakistan",28," Animation","Pakistan  -   Animation"
"Pakistan",2," Biography","Pakistan  -   Biography"
"Pakistan",156," Comedy","Pakistan  -   Comedy"
"Pakistan",207," Crime","Pakistan  -   Crime"
"Pakistan",8," Documentary","Pakistan  -   Documentary"
"Pakistan",353," Drama","Pakistan  -   Drama"
"Pakistan",16," Family","Pakistan  -   Family"
"Pakistan",29," Fantasy","Pakistan  -   Fantasy"
"Pakistan",4," Game Show","Pakistan  -   Game Show"
"Pakistan",37," Horror","Pakistan  -   Horror"
"Pakistan",2," Musical","Pakistan  -   Musical"
"Pakistan",92," Mystery","Pakistan  -   Mystery"
"Pakistan",9," Reality TV","Pakistan  -   Reality TV"
"Pakistan",53," Romance","Pakistan  -   Romance"
"Pakistan",34," Sci Fi","Pakistan  -   Sci Fi"
"Pakistan",2," Short","Pakistan  -   Short"
"Pakistan",3," Sport","Pakistan  -   Sport"
"Pakistan",12," Talk Show","Pakistan  -   Talk Show"
"Pakistan",81," Thriller","Pakistan  -   Thriller"
"Pakistan",2," War","Pakistan  -   War"
"Panama",154," Action","Panama  -   Action"
"Panama",3," Adult","Panama  -   Adult"
"Panama",113," Adventure","Panama  -   Adventure"
"Panama",65," Animation","Panama  -   Animation"
"Panama",7," Biography","Panama  -   Biography"
"Panama",190," Comedy","Panama  -   Comedy"
"Panama",122," Crime","Panama  -   Crime"
"Panama",9," Documentary","Panama  -   Documentary"
"Panama",323," Drama","Panama  -   Drama"
"Panama",19," Family","Panama  -   Family"
"Panama",26," Fantasy","Panama  -   Fantasy"
"Panama",3," Game Show","Panama  -   Game Show"
"Panama",1," History","Panama  -   History"
"Panama",30," Horror","Panama  -   Horror"
"Panama",22," Music","Panama  -   Music"
"Panama",2," Musical","Panama  -   Musical"
"Panama",39," Mystery","Panama  -   Mystery"
"Panama",8," Reality TV","Panama  -   Reality TV"
"Panama",124," Romance","Panama  -   Romance"
"Panama",18," Sci Fi","Panama  -   Sci Fi"
"Panama",3," Short","Panama  -   Short"
"Panama",6," Sport","Panama  -   Sport"
"Panama",6," Talk Show","Panama  -   Talk Show"
"Panama",73," Thriller","Panama  -   Thriller"
"Panama",4," War","Panama  -   War"
"Paraguay",145," Action","Paraguay  -   Action"
"Paraguay",3," Adult","Paraguay  -   Adult"
"Paraguay",102," Adventure","Paraguay  -   Adventure"
"Paraguay",55," Animation","Paraguay  -   Animation"
"Paraguay",6," Biography","Paraguay  -   Biography"
"Paraguay",194," Comedy","Paraguay  -   Comedy"
"Paraguay",116," Crime","Paraguay  -   Crime"
"Paraguay",11," Documentary","Paraguay  -   Documentary"
"Paraguay",326," Drama","Paraguay  -   Drama"
"Paraguay",15," Family","Paraguay  -   Family"
"Paraguay",19," Fantasy","Paraguay  -   Fantasy"
"Paraguay",1," Game Show","Paraguay  -   Game Show"
"Paraguay",1," History","Paraguay  -   History"
"Paraguay",31," Horror","Paraguay  -   Horror"
"Paraguay",32," Music","Paraguay  -   Music"
"Paraguay",50," Mystery","Paraguay  -   Mystery"
"Paraguay",7," Reality TV","Paraguay  -   Reality TV"
"Paraguay",121," Romance","Paraguay  -   Romance"
"Paraguay",17," Sci Fi","Paraguay  -   Sci Fi"
"Paraguay",2," Short","Paraguay  -   Short"
"Paraguay",8," Sport","Paraguay  -   Sport"
"Paraguay",7," Talk Show","Paraguay  -   Talk Show"
"Paraguay",78," Thriller","Paraguay  -   Thriller"
"Paraguay",4," War","Paraguay  -   War"
"Peru",169," Action","Peru  -   Action"
"Peru",3," Adult","Peru  -   Adult"
"Peru",124," Adventure","Peru  -   Adventure"
"Peru",69," Animation","Peru  -   Animation"
"Peru",3," Biography","Peru  -   Biography"
"Peru",189," Comedy","Peru  -   Comedy"
"Peru",109," Crime","Peru  -   Crime"
"Peru",8," Documentary","Peru  -   Documentary"
"Peru",304," Drama","Peru  -   Drama"
"Peru",16," Family","Peru  -   Family"
"Peru",30," Fantasy","Peru  -   Fantasy"
"Peru",2," History","Peru  -   History"
"Peru",28," Horror","Peru  -   Horror"
"Peru",20," Music","Peru  -   Music"
"Peru",44," Mystery","Peru  -   Mystery"
"Peru",5," Reality TV","Peru  -   Reality TV"
"Peru",110," Romance","Peru  -   Romance"
"Peru",27," Sci Fi","Peru  -   Sci Fi"
"Peru",1," Short","Peru  -   Short"
"Peru",6," Sport","Peru  -   Sport"
"Peru",5," Talk Show","Peru  -   Talk Show"
"Peru",69," Thriller","Peru  -   Thriller"
"Peru",4," War","Peru  -   War"
"Philippines",215," Action","Philippines  -   Action"
"Philippines",2," Adult","Philippines  -   Adult"
"Philippines",101," Adventure","Philippines  -   Adventure"
"Philippines",32," Animation","Philippines  -   Animation"
"Philippines",8," Biography","Philippines  -   Biography"
"Philippines",169," Comedy","Philippines  -   Comedy"
"Philippines",108," Crime","Philippines  -   Crime"
"Philippines",14," Documentary","Philippines  -   Documentary"
"Philippines",320," Drama","Philippines  -   Drama"
"Philippines",31," Family","Philippines  -   Family"
"Philippines",37," Fantasy","Philippines  -   Fantasy"
"Philippines",6," History","Philippines  -   History"
"Philippines",49," Horror","Philippines  -   Horror"
"Philippines",2," Music","Philippines  -   Music"
"Philippines",2," Musical","Philippines  -   Musical"
"Philippines",64," Mystery","Philippines  -   Mystery"
"Philippines",2," News","Philippines  -   News"
"Philippines",3," Reality TV","Philippines  -   Reality TV"
"Philippines",117," Romance","Philippines  -   Romance"
"Philippines",59," Sci Fi","Philippines  -   Sci Fi"
"Philippines",2," Short","Philippines  -   Short"
"Philippines",3," Sport","Philippines  -   Sport"
"Philippines",5," Talk Show","Philippines  -   Talk Show"
"Philippines",78," Thriller","Philippines  -   Thriller"
"Philippines",4," War","Philippines  -   War"
"Poland",157," Action","Poland  -   Action"
"Poland",4," Adult","Poland  -   Adult"
"Poland",173," Adventure","Poland  -   Adventure"
"Poland",105," Animation","Poland  -   Animation"
"Poland",9," Biography","Poland  -   Biography"
"Poland",208," Comedy","Poland  -   Comedy"
"Poland",138," Crime","Poland  -   Crime"
"Poland",15," Documentary","Poland  -   Documentary"
"Poland",300," Drama","Poland  -   Drama"
"Poland",23," Family","Poland  -   Family"
"Poland",39," Fantasy","Poland  -   Fantasy"
"Poland",3," Game Show","Poland  -   Game Show"
"Poland",3," History","Poland  -   History"
"Poland",38," Horror","Poland  -   Horror"
"Poland",4," Music","Poland  -   Music"
"Poland",50," Mystery","Poland  -   Mystery"
"Poland",11," Reality TV","Poland  -   Reality TV"
"Poland",76," Romance","Poland  -   Romance"
"Poland",21," Sci Fi","Poland  -   Sci Fi"
"Poland",13," Sport","Poland  -   Sport"
"Poland",10," Talk Show","Poland  -   Talk Show"
"Poland",80," Thriller","Poland  -   Thriller"
"Poland",5," War","Poland  -   War"
"Portugal",164," Action","Portugal  -   Action"
"Portugal",9," Adult","Portugal  -   Adult"
"Portugal",127," Adventure","Portugal  -   Adventure"
"Portugal",36," Animation","Portugal  -   Animation"
"Portugal",7," Biography","Portugal  -   Biography"
"Portugal",188," Comedy","Portugal  -   Comedy"
"Portugal",111," Crime","Portugal  -   Crime"
"Portugal",15," Documentary","Portugal  -   Documentary"
"Portugal",324," Drama","Portugal  -   Drama"
"Portugal",46," Family","Portugal  -   Family"
"Portugal",28," Fantasy","Portugal  -   Fantasy"
"Portugal",9," Game Show","Portugal  -   Game Show"
"Portugal",3," History","Portugal  -   History"
"Portugal",28," Horror","Portugal  -   Horror"
"Portugal",35," Music","Portugal  -   Music"
"Portugal",21," Musical","Portugal  -   Musical"
"Portugal",37," Mystery","Portugal  -   Mystery"
"Portugal",20," Reality TV","Portugal  -   Reality TV"
"Portugal",95," Romance","Portugal  -   Romance"
"Portugal",15," Sci Fi","Portugal  -   Sci Fi"
"Portugal",2," Short","Portugal  -   Short"
"Portugal",12," Sport","Portugal  -   Sport"
"Portugal",7," Talk Show","Portugal  -   Talk Show"
"Portugal",67," Thriller","Portugal  -   Thriller"
"Portugal",7," War","Portugal  -   War"
"Qatar",203," Action","Qatar  -   Action"
"Qatar",3," Adult","Qatar  -   Adult"
"Qatar",115," Adventure","Qatar  -   Adventure"
"Qatar",31," Animation","Qatar  -   Animation"
"Qatar",16," Biography","Qatar  -   Biography"
"Qatar",154," Comedy","Qatar  -   Comedy"
"Qatar",127," Crime","Qatar  -   Crime"
"Qatar",15," Documentary","Qatar  -   Documentary"
"Qatar",340," Drama","Qatar  -   Drama"
"Qatar",20," Family","Qatar  -   Family"
"Qatar",43," Fantasy","Qatar  -   Fantasy"
"Qatar",11," Game Show","Qatar  -   Game Show"
"Qatar",6," History","Qatar  -   History"
"Qatar",37," Horror","Qatar  -   Horror"
"Qatar",1," Music","Qatar  -   Music"
"Qatar",50," Mystery","Qatar  -   Mystery"
"Qatar",21," Reality TV","Qatar  -   Reality TV"
"Qatar",107," Romance","Qatar  -   Romance"
"Qatar",26," Sci Fi","Qatar  -   Sci Fi"
"Qatar",2," Short","Qatar  -   Short"
"Qatar",8," Sport","Qatar  -   Sport"
"Qatar",10," Talk Show","Qatar  -   Talk Show"
"Qatar",82," Thriller","Qatar  -   Thriller"
"Qatar",5," War","Qatar  -   War"
"Romania",173," Action","Romania  -   Action"
"Romania",6," Adult","Romania  -   Adult"
"Romania",107," Adventure","Romania  -   Adventure"
"Romania",25," Animation","Romania  -   Animation"
"Romania",12," Biography","Romania  -   Biography"
"Romania",161," Comedy","Romania  -   Comedy"
"Romania",148," Crime","Romania  -   Crime"
"Romania",18," Documentary","Romania  -   Documentary"
"Romania",353," Drama","Romania  -   Drama"
