"id","n","label","parent"
"total -  Sci Fi  -  Taiwan",52,"Taiwan","total -  Sci Fi"
"total -  Thriller  -  Taiwan",64,"Taiwan","total -  Thriller"
"total -  Action  -  Thailand",250,"Thailand","total -  Action"
"total -  Adventure  -  Thailand",152,"Thailand","total -  Adventure"
"total -  Animation  -  Thailand",48,"Thailand","total -  Animation"
"total -  Comedy  -  Thailand",182,"Thailand","total -  Comedy"
"total -  Crime  -  Thailand",100,"Thailand","total -  Crime"
"total -  Drama  -  Thailand",295,"Thailand","total -  Drama"
"total -  Mystery  -  Thailand",61,"Thailand","total -  Mystery"
"total -  Romance  -  Thailand",143,"Thailand","total -  Romance"
"total -  Sci Fi  -  Thailand",53,"Thailand","total -  Sci Fi"
"total -  Thriller  -  Thailand",81,"Thailand","total -  Thriller"
"total -  Action  -  Trinidad and Tobago",186,"Trinidad and Tobago","total -  Action"
"total -  Adventure  -  Trinidad and Tobago",112,"Trinidad and Tobago","total -  Adventure"
"total -  Animation  -  Trinidad and Tobago",59,"Trinidad and Tobago","total -  Animation"
"total -  Comedy  -  Trinidad and Tobago",162,"Trinidad and Tobago","total -  Comedy"
"total -  Crime  -  Trinidad and Tobago",126,"Trinidad and Tobago","total -  Crime"
"total -  Drama  -  Trinidad and Tobago",289,"Trinidad and Tobago","total -  Drama"
"total -  Fantasy  -  Trinidad and Tobago",36,"Trinidad and Tobago","total -  Fantasy"
"total -  Mystery  -  Trinidad and Tobago",53,"Trinidad and Tobago","total -  Mystery"
"total -  Romance  -  Trinidad and Tobago",90,"Trinidad and Tobago","total -  Romance"
"total -  Thriller  -  Trinidad and Tobago",101,"Trinidad and Tobago","total -  Thriller"
"total -  Action  -  Turkey",214,"Turkey","total -  Action"
"total -  Adventure  -  Turkey",119,"Turkey","total -  Adventure"
"total -  Comedy  -  Turkey",172,"Turkey","total -  Comedy"
"total -  Crime  -  Turkey",147,"Turkey","total -  Crime"
"total -  Drama  -  Turkey",359,"Turkey","total -  Drama"
"total -  Fantasy  -  Turkey",57,"Turkey","total -  Fantasy"
"total -  Horror  -  Turkey",48,"Turkey","total -  Horror"
"total -  Mystery  -  Turkey",54,"Turkey","total -  Mystery"
"total -  Romance  -  Turkey",76,"Turkey","total -  Romance"
"total -  Thriller  -  Turkey",76,"Turkey","total -  Thriller"
"total -  Action  -  Ukraine",218,"Ukraine","total -  Action"
"total -  Adventure  -  Ukraine",142,"Ukraine","total -  Adventure"
"total -  Animation  -  Ukraine",60,"Ukraine","total -  Animation"
"total -  Comedy  -  Ukraine",194,"Ukraine","total -  Comedy"
"total -  Crime  -  Ukraine",160,"Ukraine","total -  Crime"
"total -  Drama  -  Ukraine",320,"Ukraine","total -  Drama"
"total -  Fantasy  -  Ukraine",32,"Ukraine","total -  Fantasy"
"total -  Mystery  -  Ukraine",43,"Ukraine","total -  Mystery"
"total -  Romance  -  Ukraine",65,"Ukraine","total -  Romance"
"total -  Thriller  -  Ukraine",70,"Ukraine","total -  Thriller"
"total -  Action  -  United Arab Emirates",199,"United Arab Emirates","total -  Action"
"total -  Adventure  -  United Arab Emirates",115,"United Arab Emirates","total -  Adventure"
"total -  Animation  -  United Arab Emirates",38,"United Arab Emirates","total -  Animation"
"total -  Comedy  -  United Arab Emirates",164,"United Arab Emirates","total -  Comedy"
"total -  Crime  -  United Arab Emirates",126,"United Arab Emirates","total -  Crime"
"total -  Drama  -  United Arab Emirates",340,"United Arab Emirates","total -  Drama"
"total -  Fantasy  -  United Arab Emirates",43,"United Arab Emirates","total -  Fantasy"
"total -  Mystery  -  United Arab Emirates",48,"United Arab Emirates","total -  Mystery"
"total -  Romance  -  United Arab Emirates",113,"United Arab Emirates","total -  Romance"
"total -  Thriller  -  United Arab Emirates",75,"United Arab Emirates","total -  Thriller"
"total -  Action  -  United Kingdom",171,"United Kingdom","total -  Action"
"total -  Adventure  -  United Kingdom",140,"United Kingdom","total -  Adventure"
"total -  Animation  -  United Kingdom",63,"United Kingdom","total -  Animation"
"total -  Comedy  -  United Kingdom",211,"United Kingdom","total -  Comedy"
"total -  Crime  -  United Kingdom",103,"United Kingdom","total -  Crime"
"total -  Drama  -  United Kingdom",273,"United Kingdom","total -  Drama"
"total -  Fantasy  -  United Kingdom",39,"United Kingdom","total -  Fantasy"
"total -  Mystery  -  United Kingdom",38,"United Kingdom","total -  Mystery"
"total -  Romance  -  United Kingdom",85,"United Kingdom","total -  Romance"
"total -  Thriller  -  United Kingdom",65,"United Kingdom","total -  Thriller"
"total -  Action  -  United States",147,"United States","total -  Action"
"total -  Adventure  -  United States",108,"United States","total -  Adventure"
"total -  Animation  -  United States",46,"United States","total -  Animation"
"total -  Comedy  -  United States",159,"United States","total -  Comedy"
"total -  Crime  -  United States",103,"United States","total -  Crime"
"total -  Drama  -  United States",285,"United States","total -  Drama"
"total -  Family  -  United States",39,"United States","total -  Family"
"total -  Mystery  -  United States",52,"United States","total -  Mystery"
"total -  Romance  -  United States",63,"United States","total -  Romance"
"total -  Thriller  -  United States",56,"United States","total -  Thriller"
"total -  Action  -  Uruguay",142,"Uruguay","total -  Action"
"total -  Adventure  -  Uruguay",109,"Uruguay","total -  Adventure"
"total -  Animation  -  Uruguay",51,"Uruguay","total -  Animation"
"total -  Comedy  -  Uruguay",162,"Uruguay","total -  Comedy"
"total -  Crime  -  Uruguay",146,"Uruguay","total -  Crime"
"total -  Drama  -  Uruguay",360,"Uruguay","total -  Drama"
"total -  Horror  -  Uruguay",40,"Uruguay","total -  Horror"
"total -  Mystery  -  Uruguay",63,"Uruguay","total -  Mystery"
"total -  Romance  -  Uruguay",83,"Uruguay","total -  Romance"
"total -  Thriller  -  Uruguay",85,"Uruguay","total -  Thriller"
"total -  Action  -  Venezuela",143,"Venezuela","total -  Action"
"total -  Adventure  -  Venezuela",83,"Venezuela","total -  Adventure"
"total -  Animation  -  Venezuela",42,"Venezuela","total -  Animation"
"total -  Comedy  -  Venezuela",179,"Venezuela","total -  Comedy"
"total -  Crime  -  Venezuela",123,"Venezuela","total -  Crime"
"total -  Drama  -  Venezuela",325,"Venezuela","total -  Drama"
"total -  Horror  -  Venezuela",31,"Venezuela","total -  Horror"
"total -  Mystery  -  Venezuela",46,"Venezuela","total -  Mystery"
"total -  Romance  -  Venezuela",120,"Venezuela","total -  Romance"
"total -  Thriller  -  Venezuela",82,"Venezuela","total -  Thriller"
"total -  Action  -  Vietnam",267,"Vietnam","total -  Action"
"total -  Adventure  -  Vietnam",144,"Vietnam","total -  Adventure"
"total -  Comedy  -  Vietnam",211,"Vietnam","total -  Comedy"
"total -  Crime  -  Vietnam",103,"Vietnam","total -  Crime"
"total -  Drama  -  Vietnam",339,"Vietnam","total -  Drama"
"total -  Fantasy  -  Vietnam",49,"Vietnam","total -  Fantasy"
"total -  Mystery  -  Vietnam",53,"Vietnam","total -  Mystery"
"total -  Romance  -  Vietnam",142,"Vietnam","total -  Romance"
"total -  Sci Fi  -  Vietnam",52,"Vietnam","total -  Sci Fi"
"total -  Thriller  -  Vietnam",82,"Vietnam","total -  Thriller"
